codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
60202,BERMEJO,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70105,EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
60303,VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70105,EL TORNO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
71004,FERNANDEZ ALONSO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-02-01,0,0,0,0,0,0,1,1,1,0,0,1,2,2,4
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
60502,EL PUENTE(TJA),tuberculosis y lepra,lepra paucibacilar*,2010-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-04-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
70301,SAN IGNACIO DE VELASCO,tuberculosis y lepra,lepra paucibacilar*,2010-06-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-07-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
60202,BERMEJO,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,1,0,3,1,0,0,4,1,5
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
60303,VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-09-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
30101,COCHABAMBA,tuberculosis y lepra,lepra paucibacilar*,2010-10-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-11-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60303,VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2010-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
10501,MONTEAGUDO,tuberculosis y lepra,lepra paucibacilar*,2010-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
71001,MONTERO,tuberculosis y lepra,lepra paucibacilar*,2010-12-01,0,0,1,0,1,0,7,2,5,2,0,0,14,4,18
