codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
90101,COBIJA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
90402,INGAVI (HUMAITA),tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
90301,PUERTO GONZALO MORENO,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
90201,PUERTO RICO,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
90202,SAN PEDRO(PND),tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80501,SAN IGNACIO,tuberculosis y lepra,lepra paucibacilar*,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80301,REYES,tuberculosis y lepra,lepra paucibacilar*,2008-03-01,0,0,0,0,0,0,1,0,0,1,1,0,2,1,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80301,REYES,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60303,VILLA MONTES,tuberculosis y lepra,lepra paucibacilar*,2008-04-01,0,0,0,0,0,0,1,2,0,2,0,0,1,4,5
90201,PUERTO RICO,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80303,SANTA ROSA,tuberculosis y lepra,lepra paucibacilar*,2008-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80301,REYES,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80201,RIBERALTA,tuberculosis y lepra,lepra paucibacilar*,2008-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,ORURO,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,TARIJA,tuberculosis y lepra,lepra paucibacilar*,2008-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
90102,PORVENIR,tuberculosis y lepra,lepra paucibacilar*,2008-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra paucibacilar*,2008-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90302,SAN LORENZO(PND),tuberculosis y lepra,lepra paucibacilar*,2008-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
