codigo_municipio,municipio,grupo,variable,mes,a-de-6-meses_masculino,a-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
80101,TRINIDAD,inmunoprevenibles,otras hepatitis virales,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,3,5
60302,CARAPARI,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
71001,MONTERO,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
60301,YACUIBA,inmunoprevenibles,otras hepatitis virales,2021-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
40101,ORURO,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,3
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,3,1,8,3,0,2,0,0,0,0,1,1,0,0,0,0,12,7,19
30904,VINTO,inmunoprevenibles,otras hepatitis virales,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,3
20105,EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31206,ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40701,HUANUNI,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,2,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,7,3,10
30903,TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2021-05-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
31206,ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71001,MONTERO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
40101,ORURO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
50101,POTOSI,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30901,QUILLACOLLO,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
80201,RIBERALTA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,2,1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,9,2,11
31003,VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),inmunoprevenibles,otras hepatitis virales,2021-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31204,CHIMORE,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30801,CLIZA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,5,1,6
11003,MACHARETI,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
71001,MONTERO,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,5,2,1,2,0,1,0,0,1,3,0,0,0,0,0,0,7,8,15
10402,TOMINA,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31003,VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
90101,COBIJA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,2,0,3,5,8
30905,COLCAPIRHUA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
20105,EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
80202,GUAYARAMERIN,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
21105,LA ASUNTA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
40101,ORURO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50101,POTOSI,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21502,SAN BUENA VENTURA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
70302,SAN MIGUEL DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,1,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,8,2,10
10101,SUCRE,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
20608,TEOPONTE,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30903,TIQUIPAYA,inmunoprevenibles,otras hepatitis virales,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,4
20105,EL ALTO,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
21105,LA ASUNTA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,4
71001,MONTERO,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,8
80201,RIBERALTA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,2,0,0,0,6,7,13
60301,YACUIBA,inmunoprevenibles,otras hepatitis virales,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70703,CABEZAS,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31204,CHIMORE,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
31206,ENTRE RIOS CBBA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20101,LA PAZ,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,3,4,7
70301,SAN IGNACIO DE VELASCO,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,6,2,8
10101,SUCRE,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80101,TRINIDAD,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70801,VALLEGRANDE,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31003,VILLA TUNARI,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60301,YACUIBA,inmunoprevenibles,otras hepatitis virales,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
