codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
31202,POJO (CBBA),sospecha diagnostica,dengue hemorragico,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2003-01-01,0.0,0.0,0.0,3.0,0.0,3.0
30101,COCHABAMBA,sospecha diagnostica,dengue hemorragico,2003-02-01,0.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2003-02-01,1.0,0.0,1.0,9.0,0.0,11.0
80101,TRINIDAD,sospecha diagnostica,dengue hemorragico,2003-02-01,0.0,0.0,0.0,2.0,0.0,2.0
71001,MONTERO,sospecha diagnostica,dengue hemorragico,2003-03-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2003-03-01,0.0,0.0,0.0,8.0,0.0,8.0
80101,TRINIDAD,sospecha diagnostica,dengue hemorragico,2003-03-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2003-04-01,0.0,0.0,1.0,1.0,0.0,2.0
71001,MONTERO,sospecha diagnostica,dengue hemorragico,2003-08-01,0.0,0.0,0.0,1.0,0.0,1.0
71001,MONTERO,sospecha diagnostica,dengue hemorragico,2003-12-01,0.0,0.0,0.0,1.0,0.0,1.0
