codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres menores a 6 meses,dentro de establecimientos mujeres menores a 6 meses,fuera de establecimientos hombres menores a 6 meses,fuera de establecimientos mujeres menores a 6 meses,dentro de establecimientos hombres de 6 meses a 1 año,dentro de establecimientos mujeres de 6 meses a 1 año,fuera de establecimientos hombres de 6 meses a 1 año,fuera de establecimientos mujeres de 6 meses a 1 año,dentro de establecimientos hombres de 1 a 4 años,dentro de establecimientos mujeres de 1 a 4 años,fuera de establecimientos hombres de 1 a 4 años,fuera de establecimientos mujeres de 1 a 4 años,dentro de establecimientos hombres de 5 a 9 años,dentro de establecimientos mujeres de 5 a 9 años,fuera de establecimientos hombres de 5 a 9 años,fuera de establecimientos mujeres de 5 a 9 años,dentro de establecimientos hombres de 10 a 14 años,dentro de establecimientos mujeres de 10 a 14 años,fuera de establecimientos hombres de 10 a 14 años,fuera de establecimientos mujeres de 10 a 14 años,dentro de establecimientos hombres de 15 a 19 años,dentro de establecimientos mujeres de 15 a 19 años,fuera de establecimientos hombres de 15 a 19 años,fuera de establecimientos mujeres de 15 a 19 años,dentro de establecimientos hombres de 20 a 39 años,dentro de establecimientos mujeres de 20 a 39 años,fuera de establecimientos hombres de 20 a 39 años,fuera de establecimientos mujeres de 20 a 39 años,dentro de establecimientos hombres de 40 a 49 años,dentro de establecimientos mujeres de 40 a 49 años,fuera de establecimientos hombres de 40 a 49 años,fuera de establecimientos mujeres de 40 a 49 años,dentro de establecimientos hombres de 50 a 59 años,dentro de establecimientos mujeres de 50 a 59 años,fuera de establecimientos hombres de 50 a 59 años,fuera de establecimientos mujeres de 50 a 59 años,dentro de establecimientos hombres de 60 y más años,dentro de establecimientos mujeres de 60 y más años,fuera de establecimientos hombres de 60 y más años,fuera de establecimientos mujeres de 60 y más años,hombres total,mujeres total,total
51103,CKOCHAS,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50404,OCURI,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70201,WARNES,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30101,COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40101,ORURO,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
30901,QUILLACOLLO,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50402,RAVELO,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80201,RIBERALTA,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70302,SAN MIGUEL DE VELASCO,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20801,VIACHA,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,2016-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
